PeXrefScanner report for C:\servers\scum\SCUM\Binaries\Win64\SCUMServer.exe 
ImageBase=0x140000000 
Searched strings: 
  [UTF-16] "Player must be developer" @ VA 0x1459550e0 
  [UTF-16] "Not authorized to execute command" @ VA 0x145955180 
  [UTF-16] "Command is on cooldown. Try again later." @ VA 0x145955120 
  [UTF-16] "Command is disabled in shipping build" @ VA 0x145955090 
 
=== XREF: [UTF-16] "Command is on cooldown. Try again later." at VA 0x1418c7c75 (file offset 0x18c7275) === 
  0x1418c7ae5  xor [rax-0x75], cl 
  0x1418c8184  mov rcx, [rbp-0x80]
  0x1418c8188  mov r8, rbx
  0x1418c818b  add r8, r8
  0x1418c818e  mov rdx, rdi
  0x1418c8191  call 0x000000014508A99B
  0x1418c8196  movsxd rbx, dword ptr [0x00000001474224D8]
  0x1418c819d  mov rdi, [0x00000001474224D0]
  0x1418c81a4  mov [rbp-0x70], r14
  0x1418c81a8  mov [rbp-0x68], ebx
  0x1418c81ab  test ebx, ebx
  0x1418c81ad  jnz 0x00000001418C81B5
  0x1418c81af  mov [rbp-0x64], r14d
  0x1418c81b3  jmp 0x00000001418C81D5
  0x1418c81b5  xor r8d, r8d
  0x1418c81b8  lea rcx, [rbp-0x70]
  0x1418c81bc  mov edx, ebx
  0x1418c81be  call 0x0000000140918AE0
  0x1418c81c3  mov rcx, [rbp-0x70]
  0x1418c81c7  mov r8, rbx
  0x1418c81ca  add r8, r8
  0x1418c81cd  mov rdx, rdi
  0x1418c81d0  call 0x000000014508A99B
  0x1418c81d5  movsxd rbx, dword ptr [0x00000001474224E8]
  0x1418c81dc  mov rdi, [0x00000001474224E0]
  0x1418c81e3  mov [rbp-0x60], r14
  0x1418c81e7  mov [rbp-0x58], ebx
  0x1418c81ea  test ebx, ebx
  0x1418c81ec  jnz 0x00000001418C81F4
  0x1418c81ee  mov [rbp-0x54], r14d
  0x1418c81f2  jmp 0x00000001418C8214
  0x1418c81f4  xor r8d, r8d
  0x1418c81f7  lea rcx, [rbp-0x60]
  0x1418c81fb  mov edx, ebx
  0x1418c81fd  call 0x0000000140918AE0
  0x1418c8202  mov rcx, [rbp-0x60]
  0x1418c8206  mov r8, rbx
  0x1418c8209  add r8, r8
  0x1418c820c  mov rdx, rdi
  0x1418c820f  call 0x000000014508A99B
  0x1418c8214  movsxd rbx, dword ptr [0x00000001474224F8]
  0x1418c821b  mov rdi, [0x00000001474224F0]
  0x1418c8222  mov [rbp-0x50], r14
  <decode failed at file offset 0x18c7826>
  0x1418c8227  pop rbp


Summary: decoded 22132011 instructions, found 20 xref(s).

=== FUNCTION DUMP: 0x141F24E20 at VA 0x141f24e20 ===
  0x141f24e20  mov [rsp+0x10], rbx
  0x141f24e25  push rdi
  0x141f24e26  sub rsp, 0x110
  0x141f24e2d  mov rax, [0x00000001473D54D8]
  0x141f24e34  xor rax, rsp
  0x141f24e37  mov [rsp+0x108], rax
  0x141f24e3f  mov rbx, rcx
  0x141f24e42  lea rcx, [rsp+0x20]
  0x141f24e47  call 0x0000000142ACBE20
  0x141f24e4c  lea rcx, [rsp+0x20]
  0x141f24e51  call 0x0000000142ACD570
  0x141f24e56  mov eax, [rbx+0x08]
  0x141f24e59  xor edi, edi
  0x141f24e5b  test eax, eax
  0x141f24e5d  lea r8d, [rax-0x01]
  0x141f24e61  cmovz r8d, edi
  0x141f24e65  jz 0x0000000141F24E6C
  0x141f24e67  mov rdx, [rbx]
  0x141f24e6a  jmp 0x0000000141F24E73
  0x141f24e6c  lea rdx, [0x000000014518FE40]
  0x141f24e73  lea rcx, [rsp+0x20]
  0x141f24e78  call 0x0000000142AE73C0
  0x141f24e7d  lea rcx, [rsp+0x20]
  0x141f24e82  call 0x0000000142AD5130
  0x141f24e87  lea rdx, [rsp+0xF0]
  0x141f24e8f  lea rcx, [rsp+0x20]
  0x141f24e94  call 0x0000000142AD9980
  0x141f24e99  call 0x0000000141ECB130
  0x141f24e9e  test rax, rax
  0x141f24ea1  jnz 0x0000000141F24ED3
  0x141f24ea3  mov ecx, [0x00000001476E7988]
  0x141f24ea9  mov rax, gs:[0x0000000000000058]
  0x141f24eb2  mov edx, 0x328
  0x141f24eb7  mov rax, [rax+rcx*8]
  0x141f24ebb  mov ecx, [rdx+rax*1]
  0x141f24ebe  cmp [0x000000014742A418], ecx
  0x141f24ec4  jnle 0x0000000141F24F57
  0x141f24eca  lea rax, [0x000000014742A408]
  0x141f24ed1  jmp 0x0000000141F24EDB
  0x141f24ed3  mov rcx, rax
  0x141f24ed6  call 0x0000000141ECB530
  0x141f24edb  mov rcx, [rax]
  0x141f24ede  movsxd rdx, dword ptr [rax+0x08]
  0x141f24ee2  shl rdx, 0x04
  0x141f24ee6  add rdx, rcx
  0x141f24ee9  cmp rcx, rdx
  0x141f24eec  jz 0x0000000141F24F23
  0x141f24eee  mov r8d, [rsp+0x100]
  0x141f24ef6  mov r9, [rsp+0xF8]
  0x141f24efe  mov r10, [rsp+0xF0]
  0x141f24f06  mov rax, [rcx]
  0x141f24f09  cmp [rax], r10
  0x141f24f0c  jnz 0x0000000141F24F1A
  0x141f24f0e  cmp [rax+0x08], r9
  0x141f24f12  jnz 0x0000000141F24F1A
  0x141f24f14  cmp [rax+0x10], r8d
  0x141f24f18  jz 0x0000000141F24F53
  0x141f24f1a  add rcx, 0x10
  0x141f24f1e  cmp rcx, rdx
  0x141f24f21  jnz 0x0000000141F24F06
  0x141f24f23  xor bl, bl
  0x141f24f25  lea rcx, [rsp+0x20]
  0x141f24f2a  call 0x0000000142ACD570
  0x141f24f2f  movzx eax, bl
  0x141f24f32  mov rcx, [rsp+0x108]
  0x141f24f3a  xor rcx, rsp
  0x141f24f3d  call 0x0000000145084860
  0x141f24f42  mov rbx, [rsp+0x128]
  0x141f24f4a  add rsp, 0x110
  0x141f24f51  pop rdi
  0x141f24f52  ret
  0x141f24f53  mov bl, 0x01
  0x141f24f55  jmp 0x0000000141F24F25
  0x141f24f57  lea rcx, [0x000000014742A418]
  0x141f24f5e  call 0x0000000145084638
  0x141f24f63  cmp dword ptr [0x000000014742A418], 0xFFFFFFFF
  0x141f24f6a  jnz 0x0000000141F24ECA
  0x141f24f70  lea rcx, [0x00000001450C71F0]
  0x141f24f77  mov [0x000000014742A408], rdi
  0x141f24f7e  mov [0x000000014742A410], rdi
  0x141f24f85  call 0x0000000145084498
  0x141f24f8a  lea rcx, [0x000000014742A418]
  0x141f24f91  call 0x00000001450845D8
  0x141f24f96  lea rax, [0x000000014742A408]
  0x141f24f9d  jmp 0x0000000141F24EDB
  0x141f24fa2  int3
  0x141f24fa3  int3
  0x141f24fa4  int3
  0x141f24fa5  int3
  0x141f24fa6  int3
  0x141f24fa7  int3
  0x141f24fa8  int3
  0x141f24fa9  int3
  0x141f24faa  int3
  0x141f24fab  int3
  0x141f24fac  int3
  0x141f24fad  int3
  0x141f24fae  int3
  0x141f24faf  int3
  0x141f24fb0  mov eax, [0x0000000147429CD8]
  0x141f24fb6  cmp eax, [0x0000000147429D04]
  0x141f24fbc  jz 0x0000000141F25020
  0x141f24fbe  mov r10d, [rcx]
  0x141f24fc1  mov eax, r10d
  0x141f24fc4  movsxd r8, dword ptr [rcx+0x04]
  0x141f24fc8  mov rdx, [0x0000000147429D10]
  0x141f24fcf  shl eax, 0x10
  0x141f24fd2  movsxd rcx, eax
  0x141f24fd5  movsxd rax, dword ptr [0x0000000147429D18]
  0x141f24fdc  or rcx, r8
  0x141f24fdf  dec rax
  0x141f24fe2  and rcx, rax
  0x141f24fe5  lea rax, [0x0000000147429D08]
  0x141f24fec  test rdx, rdx
  0x141f24fef  cmovnz rax, rdx
  0x141f24ff3  mov eax, [rax+rcx*4]
  0x141f24ff6  cmp eax, 0xFFFFFFFF
  0x141f24ff9  jz 0x0000000141F25020
  0x141f24ffb  mov r9, [0x0000000147429CD0]
  0x141f25002  movsxd rcx, eax
  0x141f25005  lea rdx, [rcx+rcx*2]
  0x141f25009  cmp [r9+rdx*8], r10d
  0x141f2500d  jnz 0x0000000141F25016
  0x141f2500f  cmp [r9+rdx*8+0x04], r8d
  0x141f25014  jz 0x0000000141F25025
  0x141f25016  mov eax, [r9+rdx*8+0x10]
  0x141f2501b  cmp eax, 0xFFFFFFFF
  0x141f2501e  jnz 0x0000000141F25002
  0x141f25020  mov eax, 0xFFFFFFFF
  0x141f25025  cmp eax, 0xFFFFFFFF
  0x141f25028  setnz al
  0x141f2502b  ret
  0x141f2502c  int3
  0x141f2502d  int3
  0x141f2502e  int3
  0x141f2502f  int3
  0x141f25030  mov [rsp+0x08], rbx
  0x141f25035  mov [rsp+0x10], rbp
  0x141f2503a  mov [rsp+0x18], rsi
  0x141f2503f  push rdi
  0x141f25040  sub rsp, 0x40
  0x141f25044  xor ebp, ebp
  0x141f25046  mov rdi, rcx
  0x141f25049  lea rcx, [rsp+0x20]
  0x141f2504e  mov [rsp+0x20], rbp
  0x141f25053  mov [rsp+0x28], rbp
  0x141f25058  lea edx, [rbp+0x0B]
  0x141f2505b  call 0x0000000140919310
  0x141f25060  mov edx, [rsp+0x28]
  0x141f25064  lea eax, [rdx+0x0B]
  0x141f25067  mov [rsp+0x28], eax
  0x141f2506b  cmp eax, [rsp+0x2C]
  0x141f2506f  jle 0x0000000141F2507B
  0x141f25071  lea rcx, [rsp+0x20]
  0x141f25076  call 0x0000000140918E20
  0x141f2507b  mov rcx, [rsp+0x20]
  0x141f25080  lea rdx, [0x0000000145A977F0]
  0x141f25087  mov r8d, 0x16
  0x141f2508d  call 0x00000001429D3E00
  0x141f25092  lea rdx, [rsp+0x20]
  0x141f25097  lea rcx, [rsp+0x30]
  0x141f2509c  call 0x00000001429F24D0
  0x141f250a1  mov rcx, [rsp+0x20]
  0x141f250a6  test rcx, rcx
  0x141f250a9  jz 0x0000000141F250B0
  0x141f250ab  call 0x0000000142A0D370
  0x141f250b0  mov r8, rdi
  0x141f250b3  lea rdx, [rsp+0x30]
  0x141f250b8  lea rcx, [rsp+0x20]
  0x141f250bd  call 0x00000001429F2290
  0x141f250c2  mov rcx, rax
  0x141f250c5  call 0x0000000142A0B230
  0x141f250ca  mov rbx, [rsp+0x28]
  0x141f250cf  movzx esi, al
  0x141f250d2  test rbx, rbx
  0x141f250d5  jz 0x0000000141F250F9
  0x141f250d7  sub dword ptr [rbx+0x08], 0x01
  0x141f250db  jnz 0x0000000141F250F9
  0x141f250dd  mov rdx, [rbx]
  0x141f250e0  mov rcx, rbx
  0x141f250e3  call [rdx]
  0x141f250e5  sub dword ptr [rbx+0x0C], 0x01
  0x141f250e9  jnz 0x0000000141F250F9
  0x141f250eb  mov rax, [rbx]
  0x141f250ee  mov edx, 0x01
  0x141f250f3  mov rcx, rbx
  0x141f250f6  call [rax+0x08]
  0x141f250f9  mov ecx, [rdi+0x08]
  0x141f250fc  test sil, sil
  0x141f250ff  jz 0x0000000141F25113
  0x141f25101  test ecx, ecx
  0x141f25103  lea eax, [rcx-0x01]
  0x141f25106  cmovz eax, ebp
  0x141f25109  cmp eax, 0x15
  0x141f2510c  jnl 0x0000000141F25113
  0x141f2510e  mov dil, 0x01
  0x141f25111  jmp 0x0000000141F25116
  0x141f25113  xor dil, dil
  0x141f25116  mov rbx, [rsp+0x38]
  0x141f2511b  test rbx, rbx
  0x141f2511e  jz 0x0000000141F25144
  0x141f25120  sub dword ptr [rbx+0x08], 0x01
  0x141f25124  jnz 0x0000000141F25144
  0x141f25126  mov r8, [rbx]
  0x141f25129  mov rcx, rbx
  0x141f2512c  call [r8]
  0x141f2512f  sub dword ptr [rbx+0x0C], 0x01
  0x141f25133  jnz 0x0000000141F25144
  0x141f25135  mov r8, [rbx]
  0x141f25138  mov edx, 0x01
  0x141f2513d  mov rcx, rbx
  0x141f25140  call [r8+0x08]
  0x141f25144  mov rbx, [rsp+0x50]
  0x141f25149  movzx eax, dil
  0x141f2514d  mov rbp, [rsp+0x58]
  0x141f25152  mov rsi, [rsp+0x60]
  0x141f25157  add rsp, 0x40
  0x141f2515b  pop rdi
  0x141f2515c  ret
  0x141f2515d  int3
  0x141f2515e  int3
  0x141f2515f  int3
  0x141f25160  cmp dword ptr [rcx+0x08], 0x01
  0x141f25164  jnle 0x0000000141F25169
  0x141f25166  xor al, al
  0x141f25168  ret
  0x141f25169  jmp 0x00000001429AE000
  0x141f2516e  int3
  0x141f2516f  int3
  0x141f25170  push rbx
  0x141f25172  sub rsp, 0x50
  0x141f25176  mov rax, [0x00000001473D54D8]
  0x141f2517d  xor rax, rsp
  0x141f25180  mov [rsp+0x30], rax
  0x141f25185  mov rbx, rdx
  0x141f25188  test rcx, rcx
  0x141f2518b  jnz 0x0000000141F251A2
  0x141f2518d  xor al, al
  0x141f2518f  mov rcx, [rsp+0x30]
  0x141f25194  xor rcx, rsp
  0x141f25197  call 0x0000000145084860
  0x141f2519c  add rsp, 0x50
  0x141f251a0  pop rbx
  0x141f251a1  ret
  0x141f251a2  mov rax, [rcx+0x130]
  0x141f251a9  movaps [rsp+0x40], xmm6
  0x141f251ae  test rax, rax
  0x141f251b1  jz 0x0000000141F251D9
  0x141f251b3  movups xmm1, [rax+0x1D0]
  0x141f251ba  movaps xmm0, xmm1
  0x141f251bd  movss [rsp+0x24], xmm1
  0x141f251c3  shufps xmm0, xmm1, 0x55
  0x141f251c7  shufps xmm1, xmm1, 0xAA
  0x141f251cb  movss [rsp+0x2C], xmm1
  0x141f251d1  movss [rsp+0x28], xmm0
  0x141f251d7  jmp 0x0000000141F251F1
  0x141f251d9  movsd xmm0, qword ptr [0x00000001474A9948]
  0x141f251e1  mov eax, [0x00000001474A9950]
  0x141f251e7  movsd [rsp+0x24], xmm0
  0x141f251ed  mov [rsp+0x2C], eax
  0x141f251f1  movss xmm2, dword ptr [r8]
  0x141f251f6  lea rax, [rsp+0x24]
  0x141f251fb  movsd xmm1, qword ptr [rax]
  0x141f251ff  xorps xmm6, xmm6
  0x141f25202  mov eax, [rax+0x08]
  0x141f25205  subss xmm2, xmm1
  0x141f25209  movss xmm3, dword ptr [r8+0x04]
  0x141f2520f  movaps xmm0, xmm1
  0x141f25212  movsd [rsp+0x24], xmm1
  0x141f25218  movss xmm1, dword ptr [r8+0x08]
  <decode failed at file offset 0x1f2481e>
  <decode failed at file offset 0x1f2481f>

=== FUNCTION DUMP: 0x141A2C770 at VA 0x141a2c770 ===
  0x141a2c770  mov [rsp+0x08], rbx
  0x141a2c775  mov [rsp+0x10], rsi
  0x141a2c77a  push rdi
  0x141a2c77b  sub rsp, 0x20
  0x141a2c77f  mov rbx, [rcx]
  0x141a2c782  mov rsi, rdx
  0x141a2c785  movsxd rdi, dword ptr [rcx+0x08]
  0x141a2c789  shl rdi, 0x04
  0x141a2c78d  add rdi, rbx
  0x141a2c790  cmp rbx, rdi
  0x141a2c793  jz 0x0000000141A2C7C8
  0x141a2c795  mov eax, [rbx+0x08]
  0x141a2c798  mov ecx, [rsi+0x08]
  0x141a2c79b  cmp eax, ecx
  0x141a2c79d  jz 0x0000000141A2C7A6
  0x141a2c79f  add eax, ecx
  0x141a2c7a1  cmp eax, 0x01
  0x141a2c7a4  jmp 0x0000000141A2C7B8
  0x141a2c7a6  cmp eax, 0x01
  0x141a2c7a9  jle 0x0000000141A2C7DA
  0x141a2c7ab  mov rdx, [rsi]
  0x141a2c7ae  mov rcx, [rbx]
  0x141a2c7b1  call 0x00000001429DABF0
  0x141a2c7b6  test eax, eax
  0x141a2c7b8  setz al
  0x141a2c7bb  test al, al
  0x141a2c7bd  jnz 0x0000000141A2C7DA
  0x141a2c7bf  add rbx, 0x10
  0x141a2c7c3  cmp rbx, rdi
  0x141a2c7c6  jnz 0x0000000141A2C795
  0x141a2c7c8  xor al, al
  0x141a2c7ca  mov rbx, [rsp+0x30]
  0x141a2c7cf  mov rsi, [rsp+0x38]
  0x141a2c7d4  add rsp, 0x20
  0x141a2c7d8  pop rdi
  0x141a2c7d9  ret
  0x141a2c7da  mov rbx, [rsp+0x30]
  0x141a2c7df  mov al, 0x01
  0x141a2c7e1  mov rsi, [rsp+0x38]
  0x141a2c7e6  add rsp, 0x20
  0x141a2c7ea  pop rdi
  0x141a2c7eb  ret
  0x141a2c7ec  int3
  0x141a2c7ed  int3
  0x141a2c7ee  int3
  0x141a2c7ef  int3
  0x141a2c7f0  mov [rsp+0x10], rbx
  0x141a2c7f5  mov [rsp+0x18], rsi
  0x141a2c7fa  mov [rsp+0x20], r14
  0x141a2c7ff  push r15
  0x141a2c801  sub rsp, 0x20
  0x141a2c805  mov eax, [rsp+0x50]
  0x141a2c809  mov r15d, r8d
  0x141a2c80c  mov [rcx+0x08], r8d
  0x141a2c810  mov rbx, rdx
  0x141a2c813  mov r14, rcx
  0x141a2c816  test r8d, r8d
  0x141a2c819  jnz 0x0000000141A2C82E
  0x141a2c81b  test eax, eax
  0x141a2c81d  jnz 0x0000000141A2C82E
  0x141a2c81f  test r9d, r9d
  0x141a2c822  jnz 0x0000000141A2C82E
  0x141a2c824  xor esi, esi
  0x141a2c826  mov [rcx+0x0C], esi
  0x141a2c829  jmp 0x0000000141A2C91E
  0x141a2c82e  lea edx, [r8+rax*1]
  0x141a2c832  mov r8d, r9d
  0x141a2c835  call 0x000000014093E710
  0x141a2c83a  mov r14, [r14]
  0x141a2c83d  test r15d, r15d
  0x141a2c840  jz 0x0000000141A2C91E
  0x141a2c846  add rbx, 0x28
  0x141a2c84a  mov [rsp+0x30], rdi
  0x141a2c84f  xor esi, esi
  0x141a2c851  lea rdi, [r14+0x28]
  0x141a2c855  nop [rax+rax*1], ax
  0x141a2c860  mov rax, [rbx-0x28]
  0x141a2c864  lea rdx, [rdi-0x18]
  0x141a2c868  mov [r14], rax
  0x141a2c86b  lea rcx, [rbx-0x18]
  0x141a2c86f  mov eax, [rbx-0x20]
  0x141a2c872  mov [rdi-0x20], eax
  0x141a2c875  mov [rdx], rsi
  0x141a2c878  mov [rdi-0x10], esi
  0x141a2c87b  cmp rcx, rdx
  0x141a2c87e  jz 0x0000000141A2C893
  0x141a2c880  cmp [rbx-0x10], esi
  0x141a2c883  jz 0x0000000141A2C893
  0x141a2c885  mov rcx, [rcx]
  0x141a2c888  test rcx, rcx
  0x141a2c88b  jz 0x0000000141A2C893
  0x141a2c88d  mov rax, [rcx]
  0x141a2c890  call [rax+0x40]
  0x141a2c893  lea rdx, [rdi-0x08]
  0x141a2c897  lea rcx, [rbx-0x08]
  0x141a2c89b  mov [rdx], rsi
  0x141a2c89e  mov [rdi], esi
  0x141a2c8a0  cmp rcx, rdx
  0x141a2c8a3  jz 0x0000000141A2C8B7
  0x141a2c8a5  cmp [rbx], esi
  0x141a2c8a7  jz 0x0000000141A2C8B7
  0x141a2c8a9  mov rcx, [rcx]
  0x141a2c8ac  test rcx, rcx
  0x141a2c8af  jz 0x0000000141A2C8B7
  0x141a2c8b1  mov rax, [rcx]
  0x141a2c8b4  call [rax+0x40]
  0x141a2c8b7  lea rdx, [rdi+0x08]
  0x141a2c8bb  lea rcx, [rbx+0x08]
  0x141a2c8bf  mov [rdx], rsi
  0x141a2c8c2  mov [rdi+0x10], esi
  0x141a2c8c5  cmp rcx, rdx
  0x141a2c8c8  jz 0x0000000141A2C8DD
  0x141a2c8ca  cmp [rbx+0x10], esi
  0x141a2c8cd  jz 0x0000000141A2C8DD
  0x141a2c8cf  mov rcx, [rcx]
  0x141a2c8d2  test rcx, rcx
  0x141a2c8d5  jz 0x0000000141A2C8DD
  0x141a2c8d7  mov rax, [rcx]
  0x141a2c8da  call [rax+0x40]
  0x141a2c8dd  lea rdx, [rdi+0x18]
  0x141a2c8e1  lea rcx, [rbx+0x18]
  0x141a2c8e5  mov [rdx], rsi
  0x141a2c8e8  mov [rdi+0x20], esi
  0x141a2c8eb  cmp rcx, rdx
  0x141a2c8ee  jz 0x0000000141A2C903
  0x141a2c8f0  cmp [rbx+0x20], esi
  0x141a2c8f3  jz 0x0000000141A2C903
  0x141a2c8f5  mov rcx, [rcx]
  0x141a2c8f8  test rcx, rcx
  0x141a2c8fb  jz 0x0000000141A2C903
  0x141a2c8fd  mov rax, [rcx]
  0x141a2c900  call [rax+0x40]
  0x141a2c903  add r14, 0x50
  0x141a2c907  add rdi, 0x50
  0x141a2c90b  add rbx, 0x50
  0x141a2c90f  sub r15d, 0x01
  0x141a2c913  jnz 0x0000000141A2C860
  0x141a2c919  mov rdi, [rsp+0x30]
  0x141a2c91e  mov rbx, [rsp+0x38]
  0x141a2c923  mov rsi, [rsp+0x40]
  0x141a2c928  mov r14, [rsp+0x48]
  0x141a2c92d  add rsp, 0x20
  0x141a2c931  pop r15
  0x141a2c933  ret
  0x141a2c934  int3
  0x141a2c935  int3
  0x141a2c936  int3
  0x141a2c937  int3
  0x141a2c938  int3
  0x141a2c939  int3
  0x141a2c93a  int3
  0x141a2c93b  int3
  0x141a2c93c  int3
  0x141a2c93d  int3
  0x141a2c93e  int3
  0x141a2c93f  int3
  0x141a2c940  mov [rsp+0x10], rbx
  0x141a2c945  mov [rsp+0x18], rsi
  0x141a2c94a  mov [rsp+0x20], rdi
  0x141a2c94f  push r14
  0x141a2c951  sub rsp, 0x30
  0x141a2c955  mov rbx, rcx
  0x141a2c958  mov rsi, r8
  0x141a2c95b  mov ecx, [rcx+0x34]
  0x141a2c95e  mov r14, rdx
  0x141a2c961  test ecx, ecx
  0x141a2c963  jz 0x0000000141A2C990
  0x141a2c965  movsxd rdi, dword ptr [rbx+0x30]
  0x141a2c969  lea eax, [rcx-0x01]
  0x141a2c96c  mov r9, [rbx]
  0x141a2c96f  imul r8, rdi, 0x38
  0x141a2c973  movsxd rdx, dword ptr [r8+r9*1+0x04]
  0x141a2c978  mov [rbx+0x30], edx
  0x141a2c97b  mov [rbx+0x34], eax
  0x141a2c97e  test eax, eax
  0x141a2c980  jz 0x0000000141A2C9B3
  0x141a2c982  imul rcx, rdx, 0x38
  0x141a2c986  mov dword ptr [rcx+r9*1], 0xFFFFFFFF
  0x141a2c98e  jmp 0x0000000141A2C9B3
  0x141a2c990  mov edi, [rbx+0x08]
  0x141a2c993  lea eax, [rdi+0x01]
  0x141a2c996  mov [rbx+0x08], eax
  0x141a2c999  cmp eax, [rbx+0x0C]
  0x141a2c99c  jle 0x0000000141A2C9A8
  0x141a2c99e  mov edx, edi
  0x141a2c9a0  mov rcx, rbx
  0x141a2c9a3  call 0x000000014093EE20
  0x141a2c9a8  lea rcx, [rbx+0x10]
  0x141a2c9ac  xor edx, edx
  0x141a2c9ae  call 0x00000001409263E0
  0x141a2c9b3  mov rax, [rbx+0x20]
  0x141a2c9b7  lea r8, [rbx+0x10]
  0x141a2c9bb  test rax, rax
  0x141a2c9be  cmovnz r8, rax
  0x141a2c9c2  mov eax, edi
  0x141a2c9c4  cdq
  0x141a2c9c5  and edx, 0x1F
  0x141a2c9c8  add eax, edx
  0x141a2c9ca  mov edx, 0x01
  0x141a2c9cf  sar eax, 0x05
  0x141a2c9d2  movsxd rcx, eax
  0x141a2c9d5  lea r8, [r8+rcx*4]
  0x141a2c9d9  movsxd rax, edi
  0x141a2c9dc  mov ecx, edi
  0x141a2c9de  and ecx, 0x1F
  0x141a2c9e1  shl edx, cl
  0x141a2c9e3  or [r8], edx
  0x141a2c9e6  imul rdx, rax, 0x38
  0x141a2c9ea  add rdx, [rbx]
  0x141a2c9ed  jz 0x0000000141A2CA37
  0x141a2c9ef  mov eax, [r14]
  0x141a2c9f2  xor ecx, ecx
  0x141a2c9f4  mov [rdx], eax
  0x141a2c9f6  mov eax, [rsi]
  0x141a2c9f8  mov [rdx+0x08], eax
  0x141a2c9fb  mov eax, [rsi+0x04]
  0x141a2c9fe  mov [rdx+0x0C], eax
  0x141a2ca01  mov eax, [rsi+0x08]
  0x141a2ca04  mov [rdx+0x18], rcx
  0x141a2ca08  mov [rdx+0x10], eax
  0x141a2ca0b  mov rax, [rsi+0x10]
  0x141a2ca0f  mov [rdx+0x18], rax
  0x141a2ca13  mov [rsi+0x10], rcx
  0x141a2ca17  mov eax, [rsi+0x18]
  0x141a2ca1a  mov [rdx+0x20], eax
  0x141a2ca1d  mov eax, [rsi+0x1C]
  0x141a2ca20  mov [rdx+0x24], eax
  0x141a2ca23  mov [rsi+0x18], rcx
  0x141a2ca27  movzx eax, byte ptr [rsi+0x20]
  0x141a2ca2b  mov [rdx+0x28], al
  0x141a2ca2e  mov dword ptr [rdx+0x30], 0xFFFFFFFF
  0x141a2ca35  jmp 0x0000000141A2CA3B
  0x141a2ca37  xor ecx, ecx
  0x141a2ca39  mov edx, ecx
  0x141a2ca3b  mov r8d, [rdx]
  0x141a2ca3e  mov r9, rdx
  0x141a2ca41  mov [rsp+0x28], rcx
  0x141a2ca46  lea rdx, [rsp+0x40]
  0x141a2ca4b  mov rcx, rbx
  0x141a2ca4e  mov [rsp+0x20], edi
  0x141a2ca52  call 0x0000000141A45C20
  0x141a2ca57  movsxd rax, dword ptr [rsp+0x40]
  0x141a2ca5c  mov rsi, [rsp+0x50]
  0x141a2ca61  mov rdi, [rsp+0x58]
  0x141a2ca66  imul rcx, rax, 0x38
  0x141a2ca6a  mov rax, [rbx]
  0x141a2ca6d  mov rbx, [rsp+0x48]
  0x141a2ca72  add rcx, 0x08
  0x141a2ca76  add rax, rcx
  0x141a2ca79  add rsp, 0x30
  0x141a2ca7d  pop r14
  0x141a2ca7f  ret
  0x141a2ca80  push rbx
  0x141a2ca82  push rsi
  0x141a2ca83  push rdi
  0x141a2ca84  push r12
  0x141a2ca86  push r14
  0x141a2ca88  sub rsp, 0x30
  0x141a2ca8c  mov rbx, rcx
  0x141a2ca8f  mov r12, r8
  0x141a2ca92  mov ecx, [rcx+0x34]
  0x141a2ca95  mov rdi, rdx
  0x141a2ca98  test ecx, ecx
  0x141a2ca9a  jz 0x0000000141A2CACD
  0x141a2ca9c  movsxd rsi, dword ptr [rbx+0x30]
  0x141a2caa0  mov r9, [rbx]
  0x141a2caa3  mov rax, rsi
  0x141a2caa6  shl rax, 0x05
  0x141a2caaa  movsxd rdx, dword ptr [rax+r9*1+0x04]
  0x141a2caaf  lea eax, [rcx-0x01]
  0x141a2cab2  mov [rbx+0x30], edx
  0x141a2cab5  mov [rbx+0x34], eax
  0x141a2cab8  test eax, eax
  0x141a2caba  jz 0x0000000141A2CAF0
  0x141a2cabc  mov rax, rdx
  0x141a2cabf  shl rax, 0x05
  0x141a2cac3  mov dword ptr [rax+r9*1], 0xFFFFFFFF
  0x141a2cacb  jmp 0x0000000141A2CAF0
  0x141a2cacd  mov esi, [rbx+0x08]
  0x141a2cad0  lea eax, [rsi+0x01]
  0x141a2cad3  mov [rbx+0x08], eax
  0x141a2cad6  cmp eax, [rbx+0x0C]
  0x141a2cad9  jle 0x0000000141A2CAE5
  0x141a2cadb  mov edx, esi
  0x141a2cadd  mov rcx, rbx
  0x141a2cae0  call 0x000000014093EB30
  0x141a2cae5  lea rcx, [rbx+0x10]
  0x141a2cae9  xor edx, edx
  0x141a2caeb  call 0x00000001409263E0
  0x141a2caf0  mov rax, [rbx+0x20]
  0x141a2caf4  lea r8, [rbx+0x10]
  0x141a2caf8  test rax, rax
  0x141a2cafb  movsxd r14, esi
  0x141a2cafe  cmovnz r8, rax
  0x141a2cb02  mov eax, esi
  0x141a2cb04  cdq
  0x141a2cb05  shl r14, 0x05
  0x141a2cb09  and edx, 0x1F
  0x141a2cb0c  add eax, edx
  0x141a2cb0e  mov edx, 0x01
  0x141a2cb13  sar eax, 0x05
  0x141a2cb16  movsxd rcx, eax
  0x141a2cb19  lea r8, [r8+rcx*4]
  0x141a2cb1d  mov ecx, esi
  0x141a2cb1f  and ecx, 0x1F
  0x141a2cb22  shl edx, cl
  0x141a2cb24  or [r8], edx
